Name,Sex,Births,Ranking
Gay,F,542,340
Tina,F,541,341
Candice,F,540,342
Amelia,F,539,343
Kaye,F,538,344
Jenny,F,533,345
Darla,F,528,346
Maggie,F,528,347
Ada,F,524,348
Melba,F,523,349
Melanie,F,520,350
Rosetta,F,518,351
Candy,F,517,352
Camille,F,514,353
April,F,512,354
Lou,F,510,355
Gwen,F,509,356
Joanna,F,509,357
Frankie,F,507,358
Karla,F,504,359
Freda,F,501,360
Adrienne,F,499,361
Sonja,F,496,362
Kathie,F,489,363
Reba,F,488,364
Rochelle,F,486,365
Molly,F,484,366
Olga,F,481,367
Lorna,F,475,368
Mable,F,471,369
Jerry,F,469,370
Nelda,F,468,371
Earnestine,F,467,372
Inez,F,461,373
Faith,F,459,374
Celia,F,456,375
Rosalind,F,456,376
Roseann,F,449,377
Muriel,F,448,378
Mona,F,446,379
Polly,F,443,380
Adele,F,435,381
Natalie,F,434,382
Cherie,F,433,383
Estella,F,432,384
Jessica,F,430,385
Jeanie,F,424,386
Jimmie,F,424,387
Lisa,F,423,388
Fay,F,420,389
Lauren,F,419,390
Marla,F,418,391
Ruthie,F,414,392
Ilene,F,413,393
Janette,F,412,394
Lenora,F,412,395
Genevieve,F,411,396
Lila,F,411,397
Sherri,F,410,398
Therese,F,410,399
Lenore,F,408,400
Earlene,F,407,401
Lorene,F,407,402
Marilynn,F,407,403
Eula,F,406,404
Hope,F,406,405
Jewel,F,398,406
Rena,F,393,407
Jeri,F,392,408
Dona,F,389,409
Leah,F,388,410
Karin,F,384,411
Sadie,F,383,412
Corinne,F,382,413
Cassandra,F,378,414
Isabel,F,378,415
Blanche,F,377,416
Delia,F,377,417
Margarita,F,376,418
Gracie,F,375,419
Winifred,F,374,420
Beverley,F,373,421
Tamara,F,373,422
Lora,F,372,423
Beulah,F,371,424
Shelby,F,369,425
Lupe,F,366,426
Eugenia,F,365,427
Ina,F,360,428
Josie,F,360,429
Kitty,F,358,430
Dee,F,356,431
Opal,F,356,432
Jeannine,F,355,433
Cherry,F,354,434
Carlene,F,353,435
Bernadine,F,350,436
Katharine,F,350,437
Rae,F,350,438
Sheri,F,348,439
Ora,F,347,440
Gilda,F,346,441
Meredith,F,346,442
Mabel,F,345,443
Etta,F,342,444
Ollie,F,340,445
Harriett,F,335,446
Nettie,F,332,447
Rosanne,F,332,448
Robyn,F,329,449
Marva,F,328,450
Essie,F,327,451
Jamie,F,327,452
Crystal,F,325,453
Estelle,F,324,454
Lela,F,323,455
Chris,F,322,456
Maryanne,F,322,457
Robbie,F,320,458
Tommie,F,320,459
Melissa,F,319,460
Ingrid,F,317,461
Johanna,F,317,462
Dorothea,F,316,463
Amanda,F,310,464
Dorthy,F,309,465
Tanya,F,309,466
Earline,F,308,467
Maryellen,F,308,468
Celeste,F,306,469
Lavonne,F,306,470
Willa,F,303,471
Jolene,F,302,472
Margery,F,302,473
Arleen,F,301,474
Merry,F,300,475
Pearlie,F,300,476
Ladonna,F,299,477
Francis,F,297,478
Antonia,F,293,479
Janine,F,293,480
Terrie,F,292,481
Delois,F,290,482
Elva,F,290,483
Mavis,F,288,484
Rhoda,F,287,485
Marylou,F,286,486
Sherrill,F,284,487
Addie,F,283,488
Sonia,F,280,489
Teri,F,280,490
Ola,F,279,491
Cheryle,F,278,492
Judie,F,277,493
Christy,F,276,494
Georgette,F,275,495
Kristin,F,275,496
Jewell,F,273,497
Lizzie,F,273,498
Heather,F,272,499
Ronnie,F,272,500
Edwina,F,271,501
Rosalyn,F,270,502
Roxanne,F,270,503
Laraine,F,268,504
Clare,F,267,505
Cornelia,F,267,506
Iva,F,267,507
Jannie,F,266,508
Lottie,F,263,509
Nita,F,263,510
Aleta,F,262,511
Clarice,F,262,512
Dolly,F,262,513
Suzette,F,259,514
Eddie,F,258,515
James,F,257,516
Elena,F,256,517
Sandi,F,256,518
Shannon,F,256,519
Fern,F,255,520
Kim,F,255,521
Kimberly,F,255,522
Nan,F,255,523
Sharlene,F,255,524
Elvira,F,253,525
Ronda,F,253,526
Nola,F,252,527
Cathie,F,250,528
Karol,F,250,529
Madelyn,F,250,530
Angelina,F,249,531
Sybil,F,249,532
Alexis,F,248,533
Cathryn,F,248,534
Aurora,F,247,535
Melva,F,247,536
Millie,F,247,537
Shari,F,244,538
Mollie,F,243,539
Roslyn,F,243,540
Dian,F,242,541
Belinda,F,241,542
Suzan,F,241,543
Jody,F,240,544
Alyce,F,239,545
Peggie,F,239,546
Marietta,F,238,547
Nikki,F,238,548
Angie,F,237,549
Queen,F,237,550
Robert,F,237,551
Karon,F,236,552
Leola,F,236,553
Loraine,F,236,554
Cecile,F,234,555
Freddie,F,234,556
Alison,F,233,557
Gerry,F,233,558
May,F,233,559
Dottie,F,232,560
Charleen,F,231,561
Yvette,F,231,562
Jana,F,230,563
Carolann,F,227,564
Effie,F,227,565
Joe,F,227,566
Marlys,F,227,567
Christie,F,225,568
Lyn,F,225,569
Freida,F,224,570
Dena,F,223,571
Lynnette,F,223,572
Nona,F,223,573
Jeanine,F,221,574
Marilee,F,221,575
Helena,F,220,576
Alana,F,219,577
Shelley,F,219,578
Consuelo,F,218,579
Dinah,F,217,580
Madeleine,F,217,581
Lesley,F,215,582
Gayla,F,213,583
Cleo,F,212,584
Jerri,F,212,585
Roxie,F,212,586
Gaye,F,210,587
Rosalinda,F,210,588
Sharen,F,209,589
Darleen,F,208,590
Julianne,F,208,591
Elisabeth,F,207,592
Imogene,F,206,593
Neva,F,206,594
Ruthann,F,206,595
Elnora,F,205,596
Letha,F,205,597
Louella,F,205,598
Heidi,F,203,599
John,F,203,600
Lucia,F,203,601
Merle,F,203,602
Aileen,F,199,603
Ava,F,199,604
Alta,F,198,605
Corrine,F,196,606
Kerry,F,196,607
Nanette,F,196,608
Dollie,F,192,609
Caryl,F,190,610
Janelle,F,189,611
Carlotta,F,188,612
Karyn,F,188,613
Virgie,F,188,614
Elise,F,185,615
Madonna,F,185,616
Bobby,F,184,617
Carmella,F,184,618
Esperanza,F,184,619
Hannah,F,184,620
Maryjane,F,184,621
Ila,F,183,622
Malinda,F,183,623
Gina,F,181,624
Nell,F,181,625
Pamala,F,180,626
Daphne,F,179,627
Winnie,F,179,628
Patrice,F,178,629
Leila,F,177,630
Carmela,F,176,631
Caren,F,175,632
Angeline,F,174,633
Reta,F,174,634
Michael,F,173,635
Reva,F,173,636
Ester,F,171,637
Carolynn,F,168,638
Carrol,F,168,639
Lorena,F,168,640
Nanci,F,168,641
Patrica,F,168,642
Elma,F,167,643
Georgene,F,167,644
Ana,F,166,645
Colette,F,166,646
Rosella,F,166,647
Cinda,F,165,648
Frieda,F,165,649
Celestine,F,164,650
Luana,F,164,651
Sonya,F,164,652
Veda,F,164,653
Rosalee,F,163,654
Annmarie,F,162,655
Jerrie,F,162,656
Rene,F,162,657
Bridget,F,161,658
Doretha,F,161,659
Fran,F,161,660
Jerilyn,F,161,661
Sherryl,F,161,662
Carroll,F,160,663
Odessa,F,160,664
Roseanne,F,160,665
Twila,F,160,666
Dorene,F,159,667
Elouise,F,159,668
Louisa,F,159,669
Retha,F,159,670
Jacklyn,F,158,671
Avis,F,157,672
Luella,F,157,673
Beryl,F,155,674
Libby,F,155,675
Marcy,F,154,676
William,F,154,677
Kristen,F,153,678
Lea,F,153,679
Leta,F,153,680
Bennie,F,152,681
Kristina,F,152,682
Lilly,F,152,683
Tonya,F,152,684
Isabelle,F,151,685
Lonnie,F,151,686
Adeline,F,150,687
Deanne,F,150,688
Deirdre,F,150,689
Portia,F,150,690
Corine,F,148,691
Georgianna,F,148,692
Karolyn,F,148,693
Lona,F,148,694
Pattie,F,148,695
Unknown,F,148,696
Alexandra,F,147,697
Arline,F,147,698
Camilla,F,147,699
Wilda,F,147,700
Mercedes,F,146,701
Ophelia,F,146,702
Zelma,F,146,703
Concetta,F,145,704
Goldie,F,145,705
Richard,F,144,706
Sammie,F,144,707
Leanne,F,143,708
Mariann,F,143,709
Theodora,F,143,710
Corliss,F,142,711
Kathi,F,142,712
Lauretta,F,142,713
Lessie,F,142,714
Vernell,F,142,715
Bonny,F,141,716
Marta,F,141,717
Treva,F,141,718
Janell,F,140,719
Selma,F,140,720
Sherron,F,140,721
Georgina,F,139,722
Lelia,F,139,723
Oralia,F,139,724
Annetta,F,138,725
Charles,F,138,726
Felicia,F,138,727
Greta,F,138,728
Lily,F,138,729
Callie,F,137,730
Evangeline,F,137,731
Harriette,F,137,732
Mickey,F,137,733
Sydney,F,137,734
Jonnie,F,136,735
Justine,F,136,736
Alfreda,F,135,737
Ginny,F,135,738
Elsa,F,134,739
Katheryn,F,134,740
Florine,F,133,741
Josefina,F,133,742
Matilda,F,133,743
Randi,F,133,744
Leanna,F,132,745
Mari,F,132,746
Catharine,F,131,747
Danielle,F,131,748
Elinor,F,131,749
Lucile,F,131,750
Charmaine,F,130,751
Maryjo,F,130,752
Minerva,F,130,753
Rhea,F,130,754
Erlinda,F,129,755
Geri,F,129,756
Suzann,F,129,757
Tracy,F,129,758
Carolina,F,128,759
Claudine,F,128,760
Kathrine,F,128,761
Sheron,F,128,762
Benita,F,127,763
Nedra,F,127,764
Phoebe,F,127,765
Susanna,F,127,766
Toby,F,127,767
Debby,F,125,768
Juana,F,125,769
Lorine,F,125,770
Luanne,F,125,771
Angelita,F,124,772
Barbra,F,124,773
Manuela,F,124,774
Suellen,F,124,775
Juliette,F,123,776
Nannie,F,123,777
Noel,F,123,778
Ronna,F,123,779
Aline,F,122,780
Donnie,F,122,781
Georgiana,F,122,782
Joellen,F,122,783
Lavern,F,122,784
Margret,F,122,785
Ofelia,F,122,786
Flossie,F,121,787
Gearldine,F,121,788
Glynda,F,121,789
Laureen,F,121,790
George,F,120,791
Kate,F,120,792
Randy,F,120,793
Sherilyn,F,120,794
Sophie,F,120,795
Starr,F,120,796
Adela,F,119,797
Danna,F,119,798
Elida,F,119,799
Ivy,F,119,800
Marjory,F,119,801
Winona,F,119,802
Althea,F,118,803
Coleen,F,118,804
Eliza,F,118,805
Eve,F,118,806
Lucretia,F,118,807
Charla,F,117,808
Charlie,F,117,809
Georgie,F,116,810
Luann,F,116,811
Nicki,F,116,812
Shirlee,F,116,813
Sidney,F,116,814
Cassie,F,115,815
Cheryll,F,115,816
Jacquelin,F,115,817
Pamella,F,115,818
Petra,F,115,819
Deana,F,114,820
Enid,F,114,821
Gene,F,114,822
Leann,F,114,823
Leigh,F,114,824
Carleen,F,113,825
Glinda,F,113,826
Rowena,F,113,827
Annabelle,F,112,828
Daryl,F,112,829
Elisa,F,112,830
Hester,F,112,831
Rona,F,112,832
David,F,111,833
Melodie,F,111,834
Norene,F,111,835
Vonda,F,111,836
Tana,F,110,837
Ardith,F,109,838
Kristi,F,109,839
Pennie,F,109,840
Roselyn,F,109,841
Alene,F,108,842
Deidre,F,108,843
Janey,F,108,844
Phillis,F,108,845
Shirlene,F,108,846
Sophia,F,108,847
Kathlyn,F,107,848
Marlyn,F,107,849
Marylin,F,107,850
Rosita,F,107,851
Wilhelmina,F,107,852
Ernestina,F,106,853
Cherryl,F,105,854
Delma,F,105,855
Gerri,F,105,856
Lori,F,105,857
Marina,F,105,858
Michaele,F,104,859
Millicent,F,104,860
Carolee,F,103,861
Charline,F,103,862
Francisca,F,103,863
Lura,F,103,864
Marleen,F,103,865
Prudence,F,103,866
Raquel,F,103,867
Thomas,F,103,868
Vickey,F,103,869
Allison,F,102,870
Evangelina,F,102,871
Jeraldine,F,102,872
Marianna,F,102,873
Rosanna,F,102,874
Ilona,F,101,875
Kris,F,101,876
Lani,F,101,877
Martina,F,101,878
Nannette,F,101,879
Susann,F,101,880
Trudi,F,101,881
Valarie,F,101,882
Maude,F,100,883
Socorro,F,100,884
Belva,F,99,885
Jacque,F,99,886
Janna,F,99,887
Linnea,F,99,888
Margarett,F,99,889
Phylis,F,99,890
Zella,F,99,891
Deena,F,98,892
Elayne,F,98,893
Emilie,F,98,894
Karan,F,98,895
Olive,F,98,896
Sandie,F,98,897
Clarissa,F,97,898
Elyse,F,97,899
Graciela,F,97,900
Hedy,F,97,901
Juliana,F,97,902
Meryl,F,97,903
Pauletta,F,97,904
Valeria,F,97,905
Zelda,F,97,906
Lue,F,96,907
Margot,F,96,908
Alva,F,95,909
Edythe,F,95,910
Herlinda,F,95,911
Katrina,F,95,912
Kendra,F,95,913
Marylyn,F,95,914
Allene,F,94,915
Bertie,F,94,916
Letitia,F,94,917
Pearline,F,94,918
Velda,F,94,919
Daria,F,93,920
Germaine,F,93,921
Jeanetta,F,93,922
Marybeth,F,93,923
Rosario,F,93,924
Twyla,F,93,925
Emilia,F,92,926
Karlene,F,92,927
Magdalena,F,92,928
Cherrie,F,91,929
Clementine,F,91,930
Dorinda,F,91,931
Lonna,F,91,932
Roxanna,F,91,933
Sharyl,F,91,934
Allie,F,90,935
Gary,F,90,936
Ardis,F,89,937
Maribeth,F,89,938
Maudie,F,89,939
Nancie,F,89,940
Pansy,F,89,941
Aurelia,F,88,942
Carmel,F,88,943
Carolyne,F,88,944
Elissa,F,88,945
Leora,F,88,946
Margarette,F,88,947
Rebekah,F,88,948
Rosann,F,88,949
Theda,F,88,950
Amber,F,87,951
Dorris,F,87,952
Evonne,F,87,953
Jacquline,F,87,954
Jannette,F,87,955
Mitzi,F,87,956
Ursula,F,87,957
Bettina,F,86,958
Georgeann,F,86,959
Janyce,F,86,960
Kathaleen,F,86,961
Ricki,F,86,962
Tammy,F,86,963
Vernice,F,86,964
Vikki,F,86,965
Charolette,F,85,966
Marita,F,85,967
Melvina,F,85,968
Berta,F,84,969
Ira,F,84,970
Lavon,F,84,971
Marge,F,84,972
Rachelle,F,84,973
Erica,F,83,974
Dina,F,82,975
Gussie,F,82,976
Isabella,F,82,977
Tonia,F,82,978
Delphine,F,81,979
Erin,F,81,980
Joycelyn,F,81,981
Larry,F,81,982
Lolita,F,81,983
Adelaide,F,80,984
Birdie,F,80,985
Donita,F,80,986
Juliet,F,80,987
Kathryne,F,80,988
Marcie,F,80,989
Roma,F,80,990
Rubye,F,80,991
Candis,F,79,992
Dessie,F,79,993
Drucilla,F,79,994
Elvia,F,79,995
Gaynell,F,79,996
Hellen,F,79,997
Marilou,F,79,998
Mimi,F,79,999
Shiela,F,79,1000
Suzanna,F,79,1001
Suzie,F,79,1002
Abigail,F,78,1003
Cathrine,F,78,1004
Lizabeth,F,78,1005
Nila,F,78,1006
Rachael,F,78,1007
Dayle,F,77,1008
Isabell,F,77,1009
Jacalyn,F,77,1010
Marna,F,77,1011
Adrian,F,76,1012
Aida,F,76,1013
Andra,F,76,1014
Denice,F,76,1015
Kandy,F,76,1016
Karren,F,76,1017
Katy,F,76,1018
Leatha,F,76,1019
Syble,F,76,1020
Annamarie,F,75,1021
Candyce,F,75,1022
Darline,F,75,1023
Ellyn,F,75,1024
Janeen,F,75,1025
Laurene,F,75,1026
Lawanda,F,75,1027
Leilani,F,75,1028
Lettie,F,75,1029
Madge,F,75,1030
Caryn,F,74,1031
Elda,F,74,1032
Fonda,F,74,1033
Leota,F,74,1034
Loyce,F,74,1035
Romona,F,74,1036
Shelly,F,74,1037
Albertha,F,73,1038
Debora,F,73,1039
Dorcas,F,73,1040
Evon,F,73,1041
Kelly,F,73,1042
Kristy,F,73,1043
Leslee,F,73,1044
Lina,F,73,1045
Ronald,F,73,1046
Arnetta,F,72,1047
Blanca,F,72,1048
Bobbi,F,72,1049
Dennis,F,72,1050
Evie,F,72,1051
Georgiann,F,72,1052
Jocelyn,F,72,1053
Silvia,F,72,1054
Georgine,F,71,1055
Hallie,F,71,1056
Iona,F,71,1057
Sheridan,F,71,1058
Sherril,F,71,1059
Eleanore,F,70,1060
Gaylene,F,70,1061
Linnie,F,70,1062
Loreen,F,70,1063
Luz,F,70,1064
Mina,F,70,1065
Rickie,F,70,1066
Ronni,F,70,1067
Adrianne,F,69,1068
Carma,F,69,1069
Francene,F,69,1070
Georgetta,F,69,1071
Jaunita,F,69,1072
Kathlene,F,69,1073
Kristie,F,69,1074
Marty,F,69,1075
Maurine,F,69,1076
Phyliss,F,69,1077
Roxann,F,69,1078
Joetta,F,68,1079
Joseph,F,68,1080
Juliann,F,68,1081
Leatrice,F,68,1082
Lyndia,F,68,1083
Norine,F,68,1084
Vada,F,68,1085
Billy,F,67,1086
Cristina,F,67,1087
Dominga,F,67,1088
Dortha,F,67,1089
Georgann,F,67,1090
Helaine,F,67,1091
Jacquelynn,F,67,1092
Jeane,F,67,1093
Merrie,F,67,1094
Merrilee,F,67,1095
Randa,F,67,1096
Aletha,F,66,1097
Cleta,F,66,1098
Larraine,F,66,1099
Merilyn,F,66,1100
Myrtis,F,66,1101
Nicole,F,66,1102
Serena,F,66,1103
Star,F,66,1104
Thomasina,F,66,1105
Carmelita,F,65,1106
Cordelia,F,65,1107
Deann,F,65,1108
Dovie,F,65,1109
Florene,F,65,1110
Jodie,F,65,1111
Joni,F,65,1112
Karyl,F,65,1113
Lovie,F,65,1114
Marylee,F,65,1115
Maura,F,65,1116
Randee,F,65,1117
Sharan,F,65,1118
Suzy,F,65,1119
Charlette,F,64,1120
Christene,F,64,1121
Darcy,F,64,1122
Genie,F,64,1123
Rhona,F,64,1124
Teena,F,64,1125
Vida,F,64,1126
Adelina,F,63,1127
Adell,F,63,1128
Cathey,F,63,1129
Cherri,F,63,1130
Deidra,F,63,1131
Donald,F,63,1132
Lawana,F,63,1133
Lisbeth,F,63,1134
Louvenia,F,63,1135
Paul,F,63,1136
Rozanne,F,63,1137
Sueann,F,63,1138
Venita,F,63,1139
Verla,F,63,1140
Billye,F,62,1141
Candi,F,62,1142
Dreama,F,62,1143
Easter,F,62,1144
Glennis,F,62,1145
Hilary,F,62,1146
Jacqulyn,F,62,1147
Joella,F,62,1148
Sheryll,F,62,1149
Antonette,F,61,1150
Bunny,F,61,1151
Cherlyn,F,61,1152
Darnell,F,61,1153
Estela,F,61,1154
Hollis,F,61,1155
Imelda,F,61,1156
Janett,F,61,1157
Oma,F,61,1158
Rutha,F,61,1159
Ruthanne,F,61,1160
Annemarie,F,60,1161
Eloisa,F,60,1162
Hortencia,F,60,1163
Josette,F,60,1164
Leonor,F,60,1165
Louann,F,60,1166
Sheryle,F,60,1167
Verda,F,60,1168
Willene,F,60,1169
Alvina,F,59,1170
Augusta,F,59,1171
Berniece,F,59,1172
Betsey,F,59,1173
Coral,F,59,1174
Garnet,F,59,1175
Gertie,F,59,1176
Lindsay,F,59,1177
Lorelei,F,59,1178
Pearlene,F,59,1179
Sharleen,F,59,1180
Vanessa,F,59,1181
Vonnie,F,59,1182
Beverlee,F,58,1183
Carlyn,F,58,1184
Collette,F,58,1185
Concepcion,F,58,1186
Deloise,F,58,1187
Iola,F,58,1188
Ivory,F,58,1189
Marolyn,F,58,1190
Renae,F,58,1191
Trudie,F,58,1192
Amalia,F,57,1193
Brinda,F,57,1194
Drema,F,57,1195
Jimmy,F,57,1196
Kathern,F,57,1197
Leeann,F,57,1198
Lidia,F,57,1199
Madalyn,F,57,1200
Philomena,F,57,1201
Trina,F,57,1202
Vernetta,F,57,1203
Agatha,F,56,1204
Augustine,F,56,1205
Bernita,F,56,1206
Eugenie,F,56,1207
Fredia,F,56,1208
Jaclyn,F,56,1209
Johnny,F,56,1210
Joye,F,56,1211
Lavada,F,56,1212
Leonora,F,56,1213
Lorinda,F,56,1214
Velia,F,56,1215
Willia,F,56,1216
Delilah,F,55,1217
Earlean,F,55,1218
Edward,F,55,1219
Felice,F,55,1220
Gwenda,F,55,1221
Nancee,F,55,1222
Pamelia,F,55,1223
Sandee,F,55,1224
Tommy,F,55,1225
Valorie,F,55,1226
Vesta,F,55,1227
Bobbye,F,54,1228
Delaine,F,54,1229
Elois,F,54,1230
Johnetta,F,54,1231
Kenneth,F,54,1232
Lenda,F,54,1233
Mickie,F,54,1234
Simone,F,54,1235
Vernita,F,54,1236
Zoe,F,54,1237
Allyson,F,53,1238
Alpha,F,53,1239
Cara,F,53,1240
Caroll,F,53,1241
