Name,Sex,Births,Ranking
Naomi,F,998,255
Gloria,F,989,256
Marisa,F,989,257
Bonnie,F,984,258
Gabriela,F,982,259
Jocelyn,F,979,260
Rosa,F,970,261
Allyson,F,962,262
Cheryl,F,959,263
Mandy,F,958,264
Mindy,F,957,265
Suzanne,F,948,266
Beth,F,930,267
Bianca,F,920,268
Anastasia,F,909,269
Melody,F,906,270
Breanna,F,905,271
Paula,F,903,272
Shelby,F,898,273
Diane,F,895,274
Yolanda,F,895,275
Kirsten,F,891,276
Keri,F,888,277
Hayley,F,885,278
Maggie,F,877,279
Madeline,F,875,280
Hilary,F,873,281
Rachelle,F,873,282
Karla,F,868,283
Tammy,F,864,284
Sylvia,F,863,285
Joy,F,862,286
Jade,F,858,287
Karina,F,849,288
Esther,F,848,289
Lacy,F,838,290
Rose,F,836,291
Charlotte,F,827,292
Sonia,F,826,293
Alexa,F,821,294
Aubrey,F,821,295
Traci,F,820,296
Helen,F,816,297
Jasmin,F,816,298
Destiny,F,811,299
Hope,F,808,300
Christie,F,807,301
Tracey,F,807,302
Frances,F,805,303
Charlene,F,804,304
Elyse,F,803,305
Sheila,F,800,306
Brittani,F,796,307
Angelina,F,791,308
Jodi,F,791,309
Antoinette,F,788,310
Cierra,F,784,311
Daisy,F,774,312
Shauna,F,774,313
Alice,F,770,314
Ciara,F,770,315
Johanna,F,769,316
Brianne,F,763,317
Carol,F,763,318
Shaina,F,760,319
Ashton,F,758,320
Miriam,F,758,321
Tatiana,F,755,322
Alissa,F,753,323
Cortney,F,751,324
Keisha,F,751,325
Madison,F,749,326
Yvette,F,748,327
Shanna,F,744,328
Cecilia,F,743,329
Charity,F,741,330
Stacie,F,741,331
Rochelle,F,740,332
Anita,F,737,333
Carissa,F,734,334
Yvonne,F,730,335
Kerri,F,729,336
Katharine,F,728,337
Staci,F,726,338
Elisabeth,F,722,339
Tia,F,721,340
Mackenzie,F,711,341
Camille,F,706,342
Kendall,F,702,343
Ryan,F,698,344
Clarissa,F,697,345
Alyson,F,694,346
Eva,F,694,347
Leticia,F,693,348
Kristie,F,687,349
Tanisha,F,685,350
Katy,F,674,351
Jaimie,F,670,352
Kerry,F,670,353
Tiara,F,670,354
Elaine,F,669,355
Janice,F,669,356
Jane,F,668,357
Leigh,F,668,358
Chasity,F,662,359
Annie,F,659,360
Nikita,F,659,361
Irene,F,654,362
Tabatha,F,653,363
Meaghan,F,652,364
Sydney,F,651,365
Debra,F,641,366
Chelsie,F,640,367
Tricia,F,640,368
Ruby,F,631,369
Guadalupe,F,630,370
Shelly,F,629,371
Ariel,F,626,372
Sade,F,626,373
Elisa,F,624,374
Ericka,F,624,375
Alana,F,623,376
Lyndsey,F,623,377
Chantel,F,619,378
Sonya,F,618,379
Callie,F,617,380
Dorothy,F,614,381
Taryn,F,613,382
Bailey,F,611,383
Latisha,F,609,384
Rhonda,F,607,385
Kaylee,F,605,386
Caitlyn,F,596,387
Janay,F,596,388
Elena,F,594,389
Lorena,F,588,390
Patrice,F,588,391
Annette,F,587,392
Christian,F,583,393
Shayla,F,583,394
Jana,F,582,395
Jena,F,582,396
Noelle,F,581,397
Jackie,F,576,398
Francesca,F,569,399
Sandy,F,569,400
Sherry,F,567,401
Tessa,F,566,402
Constance,F,564,403
Daniela,F,562,404
Faith,F,561,405
Joyce,F,561,406
Shayna,F,561,407
Maureen,F,554,408
Tamika,F,545,409
Mia,F,544,410
Michael,F,544,411
Terri,F,541,412
Lara,F,539,413
Nora,F,538,414
Hailey,F,537,415
Kayleigh,F,537,416
Michaela,F,535,417
Marilyn,F,532,418
Nadia,F,532,419
Lillian,F,531,420
India,F,530,421
Kira,F,530,422
Alejandra,F,528,423
Sally,F,528,424
Judith,F,526,425
Jami,F,524,426
Juanita,F,524,427
Lakeisha,F,524,428
Ariana,F,523,429
Ciera,F,520,430
Laurie,F,519,431
Rita,F,518,432
Kathy,F,517,433
Tierra,F,509,434
Ashlie,F,508,435
Connie,F,508,436
Marisol,F,508,437
Ashly,F,507,438
Chloe,F,507,439
Lucy,F,505,440
Larissa,F,504,441
Shelley,F,502,442
Julianne,F,500,443
Ashely,F,499,444
Isabel,F,494,445
Tori,F,494,446
Alma,F,492,447
Kylie,F,492,448
Marlene,F,492,449
Maribel,F,491,450
Alisa,F,490,451
Brenna,F,489,452
Leanne,F,489,453
Jacklyn,F,488,454
Bridgette,F,487,455
Esmeralda,F,485,456
Keshia,F,483,457
Carolina,F,481,458
Krystina,F,480,459
Kyla,F,480,460
Brandie,F,476,461
Lynn,F,475,462
Lesley,F,472,463
Eileen,F,471,464
Jazmin,F,469,465
Celeste,F,467,466
Jennie,F,466,467
Joanne,F,466,468
Chanel,F,465,469
Belinda,F,464,470
Norma,F,464,471
Natalia,F,463,472
Shirley,F,459,473
Juliana,F,456,474
Kassandra,F,456,475
Beverly,F,455,476
Rosemary,F,455,477
Angie,F,454,478
Elisha,F,450,479
Serena,F,448,480
Jenifer,F,447,481
Laurel,F,447,482
Tiffani,F,447,483
Audra,F,446,484
Octavia,F,446,485
Marina,F,445,486
Jayme,F,444,487
Blair,F,443,488
Alaina,F,442,489
Janae,F,442,490
Darlene,F,441,491
Amie,F,440,492
Devin,F,440,493
Trista,F,440,494
Genevieve,F,439,495
Mariah,F,437,496
Betty,F,436,497
Josephine,F,436,498
Iris,F,433,499
Vivian,F,429,500
Mercedes,F,427,501
Precious,F,427,502
Bobbie,F,423,503
Kacie,F,423,504
Maegan,F,420,505
Lena,F,419,506
Shantel,F,419,507
Devon,F,418,508
Tania,F,417,509
Simone,F,415,510
Judy,F,411,511
Blanca,F,408,512
Clara,F,406,513
Corinne,F,405,514
Betsy,F,404,515
Tiana,F,404,516
Karissa,F,402,517
Savanna,F,402,518
Leann,F,401,519
Mollie,F,398,520
Cassidy,F,396,521
Asia,F,390,522
Cristal,F,390,523
Stephany,F,390,524
Hollie,F,389,525
Sadie,F,389,526
Liliana,F,385,527
Alysha,F,383,528
Jean,F,381,529
Kala,F,381,530
Aisha,F,379,531
Susana,F,379,532
Christopher,F,378,533
Becky,F,377,534
Christen,F,376,535
Hanna,F,376,536
Chrystal,F,375,537
Maritza,F,375,538
Dianna,F,374,539
Lorraine,F,374,540
Sherri,F,372,541
Bobbi,F,371,542
Ivy,F,370,543
Christin,F,369,544
Margarita,F,369,545
Daniella,F,367,546
Deidre,F,367,547
Chandra,F,365,548
Terra,F,365,549
Alyse,F,364,550
Arlene,F,364,551
Lacie,F,364,552
Marquita,F,364,553
Breanne,F,363,554
Alecia,F,362,555
Talia,F,361,556
Alycia,F,360,557
Dayna,F,360,558
Gretchen,F,359,559
Brittni,F,357,560
Lea,F,357,561
Kristal,F,356,562
Adrian,F,355,563
Joann,F,355,564
Jolene,F,355,565
Justina,F,355,566
Mandi,F,351,567
Lora,F,350,568
Racheal,F,349,569
Casandra,F,348,570
Raven,F,348,571
Desirae,F,347,572
Kali,F,346,573
Luz,F,346,574
Janine,F,345,575
Kelsie,F,345,576
Gabriella,F,344,577
Antonia,F,343,578
Jeannette,F,343,579
Chantal,F,342,580
Arielle,F,341,581
Janna,F,341,582
Latonya,F,341,583
Stevie,F,339,584
Lyndsay,F,337,585
Tameka,F,337,586
Noel,F,336,587
Tiffanie,F,334,588
Leanna,F,332,589
Celia,F,330,590
Channing,F,330,591
Corey,F,330,592
Lucia,F,330,593
Ayla,F,329,594
Jazmine,F,329,595
Rocio,F,328,596
Abbey,F,327,597
Cherie,F,327,598
Teri,F,326,599
Lana,F,325,600
Nadine,F,325,601
Kacey,F,324,602
Lynette,F,323,603
Cori,F,322,604
Jesse,F,322,605
Kyle,F,319,606
Jerrica,F,318,607
Kaila,F,318,608
Gwendolyn,F,317,609
Angelique,F,316,610
Adrianne,F,315,611
Britni,F,315,612
Edith,F,315,613
Paris,F,315,614
Sofia,F,315,615
Ashli,F,313,616
Dina,F,313,617
Maricela,F,313,618
Roxana,F,313,619
Janette,F,312,620
Marisela,F,311,621
Lashonda,F,310,622
Lily,F,309,623
Sheri,F,308,624
Kristyn,F,307,625
Krysta,F,307,626
Marianne,F,307,627
Mckenzie,F,305,628
Rosanna,F,304,629
Shari,F,303,630
Sonja,F,303,631
Adrianna,F,302,632
Elissa,F,302,633
Roxanna,F,301,634
Alysia,F,299,635
Melisa,F,298,636
Tracie,F,298,637
Maranda,F,296,638
Shanika,F,296,639
Kassie,F,294,640
Katlyn,F,294,641
Kimberley,F,294,642
Eliza,F,293,643
Kourtney,F,293,644
Myra,F,293,645
Domonique,F,291,646
Latrice,F,291,647
Cayla,F,290,648
Eleanor,F,290,649
Kaleigh,F,290,650
Matthew,F,289,651
Phylicia,F,289,652
Bernadette,F,288,653
Joelle,F,287,654
Kaci,F,287,655
Laci,F,287,656
Maya,F,287,657
Shante,F,287,658
Alanna,F,286,659
Billie,F,285,660
Marcia,F,284,661
Jody,F,283,662
Julianna,F,282,663
Cheyenne,F,281,664
Janel,F,280,665
Joan,F,280,666
Kim,F,280,667
Kylee,F,279,668
Jessika,F,278,669
Lakeshia,F,278,670
Emilie,F,277,671
Kimberlee,F,277,672
Corina,F,276,673
Britany,F,274,674
Kaley,F,274,675
Cari,F,273,676
Jodie,F,273,677
Brittanie,F,272,678
Joshua,F,272,679
Felisha,F,271,680
Lakisha,F,271,681
Leeann,F,271,682
Maura,F,271,683
Debbie,F,270,684
Deidra,F,270,685
Allie,F,269,686
Loretta,F,269,687
Mara,F,269,688
Fatima,F,268,689
Janie,F,268,690
Dominque,F,267,691
Alesha,F,265,692
Daniel,F,265,693
Gillian,F,265,694
Silvia,F,265,695
Maryann,F,264,696
Giselle,F,263,697
Georgia,F,262,698
Rhiannon,F,262,699
Roberta,F,261,700
Diamond,F,260,701
Yasmin,F,260,702
Araceli,F,259,703
Beatriz,F,259,704
Chantelle,F,259,705
Kandice,F,259,706
Martina,F,259,707
Ali,F,258,708
Cameron,F,258,709
Chiquita,F,258,710
Katelin,F,258,711
Nicolette,F,258,712
Shamika,F,257,713
Fallon,F,254,714
Kristian,F,254,715
Aurora,F,253,716
Justin,F,253,717
David,F,252,718
Marjorie,F,252,719
Tyler,F,252,720
Lizette,F,251,721
Loren,F,250,722
Marsha,F,250,723
Monika,F,250,724
Clare,F,249,725
Kenya,F,249,726
Noemi,F,249,727
Yessenia,F,249,728
Christi,F,248,729
Eboni,F,248,730
Selina,F,248,731
Holli,F,247,732
Carina,F,246,733
Cathy,F,246,734
James,F,246,735
Selena,F,246,736
Zoe,F,246,737
Janell,F,245,738
Susanna,F,245,739
Viviana,F,245,740
Joni,F,244,741
Kandace,F,244,742
Katelynn,F,244,743
Cherish,F,243,744
Kyra,F,243,745
Lee,F,243,746
Porsha,F,241,747
Marla,F,240,748
Skye,F,240,749
Dara,F,239,750
Sophie,F,239,751
Tera,F,239,752
Tosha,F,239,753
Daphne,F,238,754
Emilee,F,238,755
Jesica,F,238,756
Marcella,F,238,757
Princess,F,238,758
Andria,F,237,759
Brittaney,F,237,760
Kati,F,237,761
Dena,F,236,762
Gladys,F,236,763
Lakesha,F,236,764
Portia,F,236,765
Ginger,F,235,766
Jeannie,F,235,767
Kathrine,F,234,768
Liza,F,233,769
Peggy,F,233,770
Nathalie,F,232,771
Trina,F,232,772
Shameka,F,231,773
Ingrid,F,230,774
Casie,F,229,775
Olga,F,229,776
Shea,F,229,777
Abbie,F,228,778
Celina,F,227,779
Cody,F,227,780
Doris,F,227,781
Lynsey,F,227,782
Rikki,F,227,783
Santana,F,227,784
Kelsi,F,226,785
Kori,F,225,786
Bridgett,F,224,787
Nikole,F,224,788
Andrew,F,223,789
Irma,F,223,790
Cheri,F,222,791
Yadira,F,222,792
Alexia,F,221,793
Carley,F,221,794
Mariana,F,221,795
Nakita,F,221,796
Catrina,F,220,797
Ashlyn,F,219,798
Candy,F,219,799
Delilah,F,219,800
Robert,F,219,801
Jeanne,F,218,802
Malorie,F,218,803
Wanda,F,218,804
Aileen,F,217,805
Brandon,F,217,806
Deana,F,217,807
Joseph,F,217,808
Madeleine,F,217,809
Alexander,F,216,810
Kasie,F,216,811
Marlena,F,216,812
Mattie,F,216,813
Perla,F,216,814
Leila,F,215,815
Reyna,F,215,816
Linsey,F,214,817
Richelle,F,214,818
Anthony,F,213,819
Mallorie,F,213,820
Stefani,F,213,821
Deirdre,F,212,822
Janessa,F,212,823
Kiley,F,212,824
Pauline,F,212,825
Cecelia,F,211,826
Eliana,F,211,827
Jerica,F,211,828
Alex,F,210,829
Cory,F,210,830
Danyelle,F,210,831
Dora,F,210,832
Hallie,F,210,833
Malinda,F,210,834
Ramona,F,210,835
Shanda,F,210,836
Beatrice,F,209,837
Valeria,F,209,838
Dannielle,F,208,839
Tanesha,F,208,840
Valarie,F,208,841
Sharonda,F,207,842
Valencia,F,207,843
Christal,F,206,844
Laquita,F,205,845
Alina,F,204,846
Darcy,F,204,847
Athena,F,203,848
Jessi,F,203,849
Danelle,F,202,850
Josie,F,202,851
Maira,F,201,852
Shawn,F,201,853
Ashlea,F,200,854
Candis,F,200,855
Eden,F,200,856
Vicky,F,200,857
Samatha,F,199,858
Delia,F,198,859
Latosha,F,198,860
Arianna,F,197,861
Jenelle,F,197,862
John,F,197,863
Magen,F,197,864
Tiera,F,197,865
Caryn,F,196,866
Kia,F,196,867
Kirstin,F,196,868
Lissette,F,196,869
Mariel,F,196,870
Shantell,F,196,871
Tarah,F,196,872
Cora,F,195,873
Jeanna,F,195,874
Karin,F,195,875
Venessa,F,195,876
Chana,F,194,877
Griselda,F,193,878
Ladonna,F,193,879
Paola,F,193,880
Shanta,F,193,881
Dolores,F,192,882
Edna,F,192,883
Kristan,F,192,884
Krysten,F,192,885
Tamra,F,192,886
Jamila,F,191,887
Demetria,F,190,888
Micaela,F,190,889
Annmarie,F,189,890
Krystin,F,189,891
Micah,F,189,892
Elaina,F,188,893
Geneva,F,188,894
Nakia,F,188,895
Vicki,F,188,896
Iesha,F,187,897
Jesenia,F,187,898
Meghann,F,186,899
Kasandra,F,185,900
Leandra,F,185,901
Rena,F,185,902
Sheree,F,185,903
Tess,F,185,904
Charmaine,F,184,905
Rene,F,184,906
Rosemarie,F,184,907
Shakira,F,184,908
Felecia,F,183,909
Glenda,F,183,910
Liana,F,183,911
Siobhan,F,183,912
Antionette,F,182,913
Eunice,F,182,914
Kaela,F,182,915
Porsche,F,182,916
Farrah,F,181,917
Karli,F,181,918
Madelyn,F,181,919
Breann,F,180,920
Chanelle,F,180,921
Kalyn,F,180,922
Katheryn,F,180,923
Jonathan,F,179,924
Karly,F,179,925
Lisette,F,179,926
Marian,F,179,927
Ava,F,177,928
Lakendra,F,177,929
Lauryn,F,177,930
Terry,F,177,931
Alessandra,F,176,932
Marcy,F,176,933
Renae,F,176,934
Sherrie,F,176,935
Damaris,F,175,936
Juana,F,175,937
Kaycee,F,175,938
Sheryl,F,175,939
Tenisha,F,175,940
Kacy,F,174,941
Lia,F,174,942
Tami,F,174,943
Tyesha,F,174,944
Jada,F,173,945
Chastity,F,172,946
Elsa,F,171,947
Penny,F,171,948
Stephenie,F,171,949
Ami,F,170,950
Cassondra,F,170,951
Lynda,F,170,952
Magdalena,F,170,953
Denisse,F,169,954
Georgina,F,169,955
Kailey,F,169,956
Louise,F,169,957
William,F,169,958
Jessenia,F,167,959
Annamarie,F,166,960
Francis,F,166,961
Helena,F,166,962
Sarai,F,166,963
Shanae,F,166,964
Stella,F,166,965
Anjelica,F,164,966
Jeana,F,164,967
Rebeca,F,164,968
Shanita,F,164,969
Danica,F,163,970
Davina,F,163,971
Gabriel,F,163,972
Lucinda,F,163,973
Brigitte,F,162,974
Cathleen,F,162,975
Jaqueline,F,162,976
Jeanine,F,162,977
Shanell,F,162,978
Tianna,F,162,979
Francine,F,161,980
Mari,F,161,981
Kami,F,160,982
Kaylyn,F,160,983
Luisa,F,160,984
Nicholas,F,160,985
Racquel,F,160,986
Denisha,F,159,987
Graciela,F,159,988
Johnna,F,159,989
Kaylin,F,159,990
Natosha,F,159,991
Stephani,F,159,992
Aja,F,158,993
Eric,F,158,994
Kaylie,F,158,995
Lourdes,F,158,996
Ada,F,157,997
Angeline,F,157,998
Brook,F,157,999
Danae,F,157,1000
Maxine,F,157,1001
Dianne,F,156,1002
Magan,F,156,1003
Stacia,F,156,1004
Bertha,F,155,1005
Chelsi,F,155,1006
Latoria,F,155,1007
Misti,F,155,1008
Carey,F,154,1009
Christiana,F,154,1010
Latara,F,154,1011
Mai,F,154,1012
Marcie,F,154,1013
Susie,F,154,1014
Marci,F,153,1015
Gena,F,152,1016
Keely,F,152,1017
Kindra,F,152,1018
Kirby,F,152,1019
Lina,F,152,1020
Mariela,F,152,1021
Scarlett,F,152,1022
Sondra,F,152,1023
Tawny,F,152,1024
Ahsley,F,151,1025
Britta,F,151,1026
Brittnee,F,151,1027
June,F,151,1028
Lizbeth,F,151,1029
Marion,F,151,1030
Rosalinda,F,151,1031
Salina,F,151,1032
Cecily,F,150,1033
Cherelle,F,150,1034
Ida,F,150,1035
Sarina,F,150,1036
Shaquita,F,150,1037
Alexandrea,F,149,1038
Carli,F,149,1039
Shaneka,F,149,1040
Sherita,F,149,1041
Stephaine,F,149,1042
Whittney,F,149,1043
Corrine,F,148,1044
Karyn,F,148,1045
Malissa,F,148,1046
Margo,F,148,1047
Nicolle,F,148,1048
Shalonda,F,148,1049
Charissa,F,147,1050
Shanelle,F,147,1051
Brittny,F,146,1052
Cathryn,F,146,1053
Colette,F,146,1054
Hilda,F,146,1055
Juliet,F,146,1056
Kiersten,F,146,1057
Fabiola,F,145,1058
Kellye,F,145,1059
Kiera,F,145,1060
Marcela,F,145,1061
Rosalie,F,145,1062
Tabetha,F,145,1063
Chaya,F,144,1064
Gail,F,144,1065
Kendal,F,144,1066
Latia,F,144,1067
Mellissa,F,144,1068
Sunny,F,144,1069
Violet,F,144,1070
Aaron,F,143,1071
Fawn,F,143,1072
Jewel,F,143,1073
Lindy,F,143,1074
Candi,F,142,1075
Darla,F,142,1076
Kevin,F,142,1077
Kimber,F,142,1078
Ryann,F,142,1079
Shasta,F,142,1080
Amberly,F,141,1081
Brittnie,F,141,1082
Carlie,F,141,1083
Corrie,F,141,1084
Giovanna,F,141,1085
Hazel,F,141,1086
Pearl,F,141,1087
Brandee,F,140,1088
Leigha,F,140,1089
Leilani,F,140,1090
Rosalyn,F,140,1091
Shanice,F,140,1092
Lashawn,F,139,1093
Mona,F,139,1094
Natashia,F,139,1095
Nichelle,F,139,1096
Tristan,F,139,1097
Colby,F,138,1098
Cristy,F,138,1099
Genesis,F,138,1100
Geraldine,F,138,1101
Jeri,F,138,1102
Paulina,F,138,1103
Chelsy,F,137,1104
Shavon,F,137,1105
Chanda,F,136,1106
Malia,F,136,1107
Mikaela,F,136,1108
Breana,F,135,1109
Franchesca,F,135,1110
Kandis,F,135,1111
Logan,F,135,1112
Markita,F,135,1113
Shatara,F,135,1114
Adriane,F,134,1115
Asha,F,134,1116
Corinna,F,134,1117
Ivette,F,134,1118
Latanya,F,134,1119
Suzanna,F,134,1120
Tonia,F,134,1121
Tyra,F,134,1122
Codi,F,133,1123
Grecia,F,133,1124
Marta,F,133,1125
Niki,F,133,1126
Therese,F,133,1127
Bernice,F,132,1128
Esperanza,F,132,1129
Jo,F,132,1130
Reva,F,132,1131
Ashlei,F,131,1132
Daniele,F,131,1133
Julissa,F,131,1134
Kesha,F,131,1135
Annemarie,F,130,1136
Camilla,F,130,1137
Hali,F,130,1138
Katlin,F,130,1139
Marguerite,F,130,1140
Savanah,F,130,1141
Tasia,F,130,1142
Tiesha,F,130,1143
Ursula,F,130,1144
Cristin,F,129,1145
Kortney,F,129,1146
Laquisha,F,129,1147
Lashanda,F,129,1148
Sharee,F,129,1149
Danna,F,128,1150
Ebonie,F,128,1151
Ella,F,128,1152
Kiara,F,128,1153
Moriah,F,128,1154
Tana,F,128,1155
Brett,F,127,1156
Emilia,F,127,1157
Kallie,F,127,1158
Kiana,F,127,1159
Mellisa,F,127,1160
Brian,F,126,1161
Chante,F,126,1162
Cherise,F,126,1163
Dulce,F,126,1164
Genna,F,126,1165
Hana,F,126,1166
Jenni,F,126,1167
Kerrie,F,126,1168
Kyrie,F,126,1169
Lynnette,F,126,1170
Porscha,F,126,1171
Deandra,F,125,1172
Deena,F,125,1173
Joana,F,125,1174
Kandi,F,125,1175
Leona,F,125,1176
Merissa,F,125,1177
Thomas,F,125,1178
Afton,F,124,1179
Eryn,F,124,1180
Shantelle,F,124,1181
Elana,F,123,1182
Gianna,F,123,1183
Ilana,F,123,1184
Jacquelynn,F,123,1185
Kalie,F,123,1186
Karrie,F,123,1187
Laken,F,123,1188
Meggan,F,123,1189
Tisha,F,123,1190
Vannessa,F,123,1191
Elsie,F,122,1192
Erinn,F,122,1193
Kady,F,122,1194
Brigette,F,121,1195
Rhea,F,121,1196
Shaquana,F,121,1197
Sharita,F,121,1198
Susannah,F,121,1199
Vickie,F,121,1200
Alishia,F,120,1201
Brynn,F,120,1202
Consuelo,F,120,1203
Phyllis,F,120,1204
Stormy,F,120,1205
Tanika,F,120,1206
Tiarra,F,120,1207
Alena,F,119,1208
Alysa,F,119,1209
Jayne,F,119,1210
Josefina,F,119,1211
Kayce,F,119,1212
Mariam,F,119,1213
Sommer,F,119,1214
Vanesa,F,119,1215
Cassi,F,118,1216
Janee,F,118,1217
Kay,F,118,1218
Melina,F,118,1219
Shakia,F,118,1220
Timothy,F,118,1221
Iliana,F,117,1222
Ivory,F,117,1223
Kenyatta,F,117,1224
Shavonne,F,117,1225
Tamera,F,117,1226
Bethanie,F,116,1227
Francisca,F,116,1228
Greta,F,116,1229
Jaleesa,F,116,1230
Karie,F,116,1231
Mildred,F,116,1232
